Id,HomeTeam,HomeIsFromBigSix,HomeIsNewInPL,HomeRedCardsInLastMatch,AwayTeam,AwayIsFromBigSix,AwayIsNewInPL,AwayRedCardsInLastMatch,FullTimeResult
1027,Man United,1,0,0,Arsenal,1,0,0,H
1028,Aston Villa,0,0,0,Everton,0,0,0,A
1029,Bournemouth,0,1,0,Southampton,0,0,0,H
1030,Leicester,0,0,0,West Brom,0,0,0,D
1031,Norwich,0,1,0,Chelsea,1,0,0,A
1032,Sunderland,0,0,0,Crystal Palace,0,0,0,D
1033,Arsenal,1,0,0,Swansea,0,0,0,A
1034,Liverpool,1,0,0,Man City,1,0,0,H
1035,Man United,1,0,0,Watford,0,1,0,H
1036,Stoke,0,0,0,Newcastle,0,0,0,H
1037,West Ham,0,0,0,Tottenham,1,0,0,H
1038,Chelsea,1,0,0,Stoke,0,0,0,D
1039,Everton,0,0,0,West Ham,0,0,0,A
1040,Man City,1,0,0,Aston Villa,0,0,0,H
1041,Newcastle,0,0,0,Bournemouth,0,1,0,A
1042,Southampton,0,0,0,Sunderland,0,0,0,D
1043,Swansea,0,0,0,Norwich,0,1,0,H
1044,Tottenham,1,0,0,Arsenal,1,0,0,D
1045,Watford,0,1,0,Leicester,0,0,0,A
1046,Crystal Palace,0,0,0,Liverpool,1,0,0,A
1047,West Brom,0,0,0,Man United,1,0,0,H
1048,Bournemouth,0,1,0,Swansea,0,0,0,H
1049,Norwich,0,1,0,Man City,1,0,0,D
1050,Stoke,0,0,0,Southampton,0,0,1,A
1051,Aston Villa,0,0,0,Tottenham,1,0,0,A
1052,Leicester,0,0,0,Newcastle,0,0,0,H
1053,Chelsea,1,0,0,West Ham,0,0,0,D
1054,Crystal Palace,0,0,0,Leicester,0,0,0,A
1055,Everton,0,0,1,Arsenal,1,0,1,A
1056,Swansea,0,0,0,Aston Villa,0,0,0,H
1057,Watford,0,1,0,Stoke,0,0,0,A
1058,West Brom,0,0,0,Norwich,0,1,0,A
1059,Man City,1,0,0,Man United,1,0,1,A
1060,Newcastle,0,0,0,Sunderland,0,0,0,D
1061,Southampton,0,0,1,Liverpool,1,0,1,H
1062,Tottenham,1,0,0,Bournemouth,0,1,0,H
1063,Arsenal,1,0,0,Watford,0,1,0,H
1064,Aston Villa,0,0,0,Chelsea,1,0,0,A
1065,Bournemouth,0,1,0,Man City,1,0,0,A
1066,Liverpool,1,0,0,Tottenham,1,0,0,D
1067,Norwich,0,1,0,Newcastle,0,0,0,H
1068,Stoke,0,0,0,Swansea,0,0,0,D
1069,Sunderland,0,0,0,West Brom,0,0,0,D
1070,West Ham,0,0,0,Crystal Palace,0,0,0,D
1071,Leicester,0,0,0,Southampton,0,0,0,H
1072,Man United,1,0,0,Everton,0,0,0,H
1073,Aston Villa,0,0,1,Bournemouth,0,1,0,A
1074,Crystal Palace,0,0,0,Norwich,0,1,0,H
1075,Man City,1,0,0,West Brom,0,0,0,H
1076,Southampton,0,0,0,Newcastle,0,0,0,H
1077,Swansea,0,0,0,Chelsea,1,0,0,H
1078,Watford,0,1,0,Everton,0,0,0,D
1079,West Ham,0,0,1,Arsenal,1,0,0,D
1080,Liverpool,1,0,0,Stoke,0,0,0,H
1081,Sunderland,0,0,0,Leicester,0,0,0,A
1082,Tottenham,1,0,0,Man United,1,0,0,H
1083,Crystal Palace,0,0,0,Everton,0,0,0,D
1084,Chelsea,1,0,0,Man City,1,0,0,A
1085,Everton,0,0,1,Southampton,0,0,0,D
1086,Man United,1,0,0,Aston Villa,0,0,0,H
1087,Newcastle,0,0,0,Swansea,0,0,0,H
1088,Norwich,0,1,0,Sunderland,0,0,0,A
1089,West Brom,0,0,0,Watford,0,1,0,A
1090,Arsenal,1,0,0,Crystal Palace,0,0,0,D
1091,Bournemouth,0,1,0,Liverpool,1,0,0,A
1092,Leicester,0,0,0,West Ham,0,0,0,D
1093,Stoke,0,0,0,Tottenham,1,0,0,A
1094,Newcastle,0,0,0,Man City,1,0,0,D
1095,Liverpool,1,0,0,Everton,0,0,0,H
1096,Man United,1,0,0,Crystal Palace,0,0,0,H
1097,West Ham,0,0,0,Watford,0,1,0,H
1098,Arsenal,1,0,0,West Brom,0,0,0,H
1099,Aston Villa,0,0,0,Southampton,0,0,0,A
1100,Bournemouth,0,1,0,Chelsea,1,0,1,A
1101,Liverpool,1,0,0,Newcastle,0,0,0,D
1102,Man City,1,0,0,Stoke,0,0,0,H
1103,Leicester,0,0,1,Swansea,0,0,0,H
1104,Sunderland,0,0,0,Arsenal,1,0,0,D
1105,Tottenham,1,0,0,West Brom,0,0,0,D
1106,Arsenal,1,0,0,Norwich,0,1,0,H
1107,Everton,0,0,1,Bournemouth,0,1,0,H
1108,Newcastle,0,0,0,Crystal Palace,0,0,0,H
1109,Stoke,0,0,0,Sunderland,0,0,0,D
1110,Watford,0,1,1,Aston Villa,0,0,0,H
1111,West Brom,0,0,0,West Ham,0,0,0,A
1112,Man United,1,0,0,Leicester,0,0,0,D
1113,Southampton,0,0,0,Man City,1,0,0,H
1114,Swansea,0,0,0,Liverpool,1,0,0,H
1115,Chelsea,1,0,0,Tottenham,1,0,0,D
1116,Aston Villa,0,0,1,Newcastle,0,0,0,D
1117,Bournemouth,0,1,0,West Brom,0,0,0,D
1118,Crystal Palace,0,0,0,Stoke,0,0,0,H
1119,Leicester,0,0,1,Everton,0,0,0,H
1120,Norwich,0,1,0,Man United,1,0,0,A
1121,Sunderland,0,0,0,Chelsea,1,0,0,H
1122,West Ham,0,0,0,Swansea,0,0,0,A
1123,Liverpool,1,0,1,Watford,0,1,0,H
1124,Man City,1,0,0,Arsenal,1,0,0,D
1125,Tottenham,1,0,0,Southampton,0,0,0,A
1126,West Ham,0,0,0,Man United,1,0,0,H
1127,Liverpool,1,0,0,Chelsea,1,0,1,D
1128,Norwich,0,1,0,Watford,0,1,0,H
1129,Sunderland,0,0,0,Everton,0,0,0,H
1130,Arsenal,1,0,0,Aston Villa,0,0,0,H
1131,Chelsea,1,0,0,Leicester,0,0,0,D
1132,Everton,0,0,0,Norwich,0,1,0,H
1133,Newcastle,0,0,0,Tottenham,1,0,0,H
1134,Southampton,0,0,0,Crystal Palace,0,0,0,H
1135,Stoke,0,0,0,West Ham,0,0,0,H
1136,Swansea,0,0,0,Man City,1,0,0,D
1137,Watford,0,1,0,Sunderland,0,0,0,D
1138,West Brom,0,0,0,Liverpool,1,0,0,D
1139,Man United,1,0,0,Bournemouth,0,1,0,H
1140,Burnley,0,1,0,Swansea,0,0,0,A
1141,Crystal Palace,0,0,0,West Brom,0,0,0,A
1142,Everton,0,0,0,Tottenham,1,0,0,D
1143,Hull,0,1,0,Leicester,0,0,0,H
1144,Man City,1,0,0,Sunderland,0,0,0,H
1145,Middlesbrough,0,1,0,Stoke,0,0,0,D
1146,Southampton,0,0,0,Watford,0,0,0,D
1147,Arsenal,1,0,0,Liverpool,1,0,0,A
1148,Bournemouth,0,0,0,Man United,1,0,0,A
1149,Chelsea,1,0,0,West Ham,0,0,0,H
1150,Man United,1,0,0,Southampton,0,0,0,H
1151,Burnley,0,1,0,Liverpool,1,0,0,H
1152,Leicester,0,0,0,Arsenal,1,0,0,D
1153,Stoke,0,0,0,Man City,1,0,0,A
1154,Swansea,0,0,0,Hull,0,1,0,A
1155,Tottenham,1,0,0,Crystal Palace,0,0,0,H
1156,Watford,0,0,1,Chelsea,1,0,0,A
1157,West Brom,0,0,0,Everton,0,0,0,A
1158,Sunderland,0,0,0,Middlesbrough,0,1,0,A
1159,West Ham,0,0,0,Bournemouth,0,0,0,H
1160,Chelsea,1,0,0,Burnley,0,1,0,H
1161,Crystal Palace,0,0,0,Bournemouth,0,0,1,D
1162,Everton,0,0,0,Stoke,0,0,0,H
1163,Hull,0,1,0,Man United,1,0,0,A
1164,Leicester,0,0,0,Swansea,0,0,0,H
1165,Southampton,0,0,0,Sunderland,0,0,0,D
1166,Tottenham,1,0,0,Liverpool,1,0,0,D
1167,Watford,0,0,0,Arsenal,1,0,0,A
1168,Man City,1,0,0,West Ham,0,0,0,H
1169,West Brom,0,0,0,Middlesbrough,0,1,0,D
1170,Arsenal,1,0,0,Southampton,0,0,0,H
1171,Bournemouth,0,0,0,West Brom,0,0,0,H
1172,Burnley,0,1,0,Hull,0,1,0,D
1173,Liverpool,1,0,0,Leicester,0,0,0,H
1174,Man United,1,0,0,Man City,1,0,0,A
1175,Middlesbrough,0,1,0,Crystal Palace,0,0,0,A
1176,Stoke,0,0,0,Tottenham,1,0,0,A
1177,West Ham,0,0,0,Watford,0,0,0,A
1178,Swansea,0,0,0,Chelsea,1,0,0,D
1179,Sunderland,0,0,0,Everton,0,0,0,A
1180,Chelsea,1,0,0,Liverpool,1,0,0,A
1181,Everton,0,0,0,Middlesbrough,0,1,0,H
1182,Hull,0,1,0,Arsenal,1,0,0,A
1183,Leicester,0,0,0,Burnley,0,1,0,H
1184,Man City,1,0,0,Bournemouth,0,0,0,H
1185,West Brom,0,0,0,West Ham,0,0,0,H
1186,Crystal Palace,0,0,0,Stoke,0,0,0,H
1187,Southampton,0,0,0,Swansea,0,0,0,H
1188,Tottenham,1,0,0,Sunderland,0,0,0,H
1189,Watford,0,0,0,Man United,1,0,0,H
1190,Arsenal,1,0,0,Chelsea,1,0,0,H
1191,Bournemouth,0,0,0,Everton,0,0,0,H
1192,Liverpool,1,0,0,Hull,0,1,1,H
1193,Man United,1,0,0,Leicester,0,0,0,H
1194,Middlesbrough,0,1,0,Tottenham,1,0,0,A
1195,Stoke,0,0,0,West Brom,0,0,0,D
1196,Sunderland,0,0,1,Crystal Palace,0,0,0,A
1197,Swansea,0,0,0,Man City,1,0,1,A
1198,West Ham,0,0,0,Southampton,0,0,0,A
1199,Burnley,0,1,0,Watford,0,0,0,H
1200,Everton,0,0,0,Crystal Palace,0,0,0,D
1201,Hull,0,1,1,Chelsea,1,0,0,A
1202,Sunderland,0,0,0,West Brom,0,0,0,D
1203,Swansea,0,0,0,Liverpool,1,0,0,A
1204,Watford,0,0,0,Bournemouth,0,0,0,D
1205,West Ham,0,0,0,Middlesbrough,0,1,0,D
1206,Burnley,0,1,0,Arsenal,1,0,0,A
1207,Leicester,0,0,0,Southampton,0,0,0,D
1208,Man United,1,0,0,Stoke,0,0,0,D
1209,Tottenham,1,0,0,Man City,1,0,0,H
1210,Arsenal,1,0,0,Swansea,0,0,0,H
1211,Bournemouth,0,0,0,Hull,0,1,0,H
1212,Chelsea,1,0,0,Leicester,0,0,0,H
1213,Crystal Palace,0,0,0,West Ham,0,0,0,A
1214,Man City,1,0,0,Everton,0,0,0,D
1215,Stoke,0,0,0,Sunderland,0,0,0,H
1216,West Brom,0,0,0,Tottenham,1,0,0,D
1217,Middlesbrough,0,1,0,Watford,0,0,0,A
1218,Southampton,0,0,0,Burnley,0,1,0,H
1219,Liverpool,1,0,0,Man United,1,0,0,D
1220,Arsenal,1,0,1,Middlesbrough,0,1,0,D
1221,Bournemouth,0,0,0,Tottenham,1,0,0,D
1222,Burnley,0,1,0,Everton,0,0,0,H
1223,Hull,0,1,0,Stoke,0,0,0,A
1224,Leicester,0,0,0,Crystal Palace,0,0,0,H
1225,Liverpool,1,0,0,West Brom,0,0,0,H
1226,Swansea,0,0,0,Watford,0,0,0,D
1227,West Ham,0,0,1,Sunderland,0,0,0,H
1228,Chelsea,1,0,0,Man United,1,0,0,H
1229,Man City,1,0,0,Southampton,0,0,0,D
1230,Crystal Palace,0,0,0,Liverpool,1,0,0,A
1231,Man United,1,0,0,Burnley,0,1,0,D
1232,Middlesbrough,0,1,0,Bournemouth,0,0,0,H
1233,Sunderland,0,0,0,Arsenal,1,0,0,A
1234,Tottenham,1,0,0,Leicester,0,0,0,D
1235,Watford,0,0,0,Hull,0,1,0,H
1236,West Brom,0,0,0,Man City,1,0,0,A
1237,Everton,0,0,0,West Ham,0,0,0,H
1238,Southampton,0,0,0,Chelsea,1,0,0,A
1239,Stoke,0,0,0,Swansea,0,0,0,H
1240,Bournemouth,0,0,0,Sunderland,0,0,0,A
1241,Burnley,0,1,0,Crystal Palace,0,0,0,H
1242,Chelsea,1,0,0,Everton,0,0,0,H
1243,Man City,1,0,0,Middlesbrough,0,1,0,D
1244,West Ham,0,0,0,Stoke,0,0,0,D
1245,Arsenal,1,0,0,Tottenham,1,0,0,D
1246,Hull,0,1,0,Southampton,0,0,0,H
1247,Leicester,0,0,0,West Brom,0,0,0,A
1248,Liverpool,1,0,0,Watford,0,0,0,H
1249,Swansea,0,0,0,Man United,1,0,1,A
1250,Crystal Palace,0,0,0,Man City,1,0,0,A
1251,Everton,0,0,0,Swansea,0,0,0,D
1252,Man United,1,0,0,Arsenal,1,0,0,D
1253,Southampton,0,0,0,Liverpool,1,0,0,D
1254,Stoke,0,0,0,Bournemouth,0,0,0,A
1255,Sunderland,0,0,1,Hull,0,1,0,H
1256,Tottenham,1,0,0,West Ham,0,0,0,H
1257,Watford,0,0,0,Leicester,0,0,0,H
1258,Middlesbrough,0,1,0,Chelsea,1,0,0,A
1259,West Brom,0,0,0,Burnley,0,1,0,H
1260,Burnley,0,1,0,Man City,1,0,0,A
1261,Chelsea,1,0,0,Tottenham,1,0,0,H
1262,Hull,0,1,0,West Brom,0,0,0,D
1263,Leicester,0,0,0,Middlesbrough,0,1,0,D
1264,Liverpool,1,0,0,Sunderland,0,0,1,H
1265,Swansea,0,0,0,Crystal Palace,0,0,0,H
1266,Arsenal,1,0,0,Bournemouth,0,0,0,H
1267,Man United,1,0,0,West Ham,0,0,1,D
1268,Southampton,0,0,0,Everton,0,0,0,H
1269,Watford,0,0,0,Stoke,0,0,0,A
1270,Crystal Palace,0,0,0,Southampton,0,0,0,H
1271,Man City,1,0,0,Chelsea,1,0,0,A
1272,Stoke,0,0,0,Burnley,0,1,0,H
1273,Sunderland,0,0,0,Leicester,0,0,0,H
1274,Tottenham,1,0,0,Swansea,0,0,0,H
1275,West Brom,0,0,0,Watford,0,0,1,H
1276,West Ham,0,0,0,Arsenal,1,0,0,A
1277,Bournemouth,0,0,0,Liverpool,1,0,0,H
1278,Everton,0,0,0,Man United,1,0,0,D
1279,Middlesbrough,0,1,0,Hull,0,1,0,H
1280,Arsenal,1,0,0,Stoke,0,0,0,H
1281,Burnley,0,1,0,Bournemouth,0,0,0,H
1282,Hull,0,1,0,Crystal Palace,0,0,0,D
1283,Leicester,0,0,0,Man City,1,0,2,H
1284,Swansea,0,0,0,Sunderland,0,0,0,H
1285,Watford,0,0,1,Everton,0,0,0,H
1286,Chelsea,1,0,0,West Brom,0,0,0,H
1287,Liverpool,1,0,0,West Ham,0,0,0,D
1288,Man United,1,0,0,Tottenham,1,0,0,H
1289,Southampton,0,0,0,Middlesbrough,0,1,0,H
1290,Bournemouth,0,0,0,Leicester,0,0,0,H
1291,Everton,0,0,0,Arsenal,1,0,0,H
1292,Crystal Palace,0,0,0,Man United,1,0,0,A
1293,Man City,1,0,0,Watford,0,0,0,H
1294,Middlesbrough,0,1,0,Liverpool,1,0,0,A
1295,Stoke,0,0,0,Southampton,0,0,0,D
1296,Sunderland,0,0,0,Chelsea,1,0,0,A
1297,Tottenham,1,0,0,Hull,0,1,0,H
1298,West Brom,0,0,0,Swansea,0,0,0,H
1299,West Ham,0,0,0,Burnley,0,1,0,H
1300,Crystal Palace,0,0,0,Chelsea,1,0,0,A
1301,Middlesbrough,0,1,0,Swansea,0,0,0,H
1302,Stoke,0,0,1,Leicester,0,0,0,D
1303,Sunderland,0,0,0,Watford,0,0,0,H
1304,West Brom,0,0,0,Man United,1,0,0,A
1305,West Ham,0,0,0,Hull,0,1,0,H
1306,Bournemouth,0,0,0,Southampton,0,0,0,A
1307,Man City,1,0,0,Arsenal,1,0,0,H
1308,Tottenham,1,0,0,Burnley,0,1,0,H
1309,Everton,0,0,1,Liverpool,1,0,0,A
1310,Arsenal,1,0,0,West Brom,0,0,0,H
1311,Burnley,0,1,0,Middlesbrough,0,1,0,H
1312,Chelsea,1,0,0,Bournemouth,0,0,0,H
1313,Hull,0,1,0,Man City,1,0,0,A
1314,Leicester,0,0,1,Everton,0,0,0,A
1315,Man United,1,0,0,Sunderland,0,0,0,H
1316,Swansea,0,0,0,West Ham,0,0,0,A
1317,Watford,0,0,0,Crystal Palace,0,0,0,D
1318,Liverpool,1,0,0,Stoke,0,0,0,H
1319,Southampton,0,0,0,Tottenham,1,0,0,A
1320,Hull,0,1,0,Everton,0,0,0,D
1321,Burnley,0,1,0,Sunderland,0,0,0,H
1322,Chelsea,1,0,0,Stoke,0,0,0,H
1323,Leicester,0,0,0,West Ham,0,0,0,H
1324,Liverpool,1,0,0,Man City,1,0,0,H
1325,Man United,1,0,0,Middlesbrough,0,1,0,H
1326,Southampton,0,0,1,West Brom,0,0,0,A
1327,Swansea,0,0,0,Bournemouth,0,0,0,A
1328,Arsenal,1,0,0,Crystal Palace,0,0,0,H
1329,Watford,0,0,0,Tottenham,1,0,0,A
1330,Everton,0,0,0,Southampton,0,0,1,H
1331,Man City,1,0,0,Burnley,0,1,0,H
1332,Middlesbrough,0,1,0,Leicester,0,0,0,D
1333,Sunderland,0,0,0,Liverpool,1,0,0,D
1334,West Brom,0,0,0,Hull,0,1,0,H
1335,West Ham,0,0,0,Man United,1,0,0,A
1336,Bournemouth,0,0,0,Arsenal,1,0,0,D
1337,Crystal Palace,0,0,0,Swansea,0,0,0,A
1338,Stoke,0,0,0,Watford,0,0,0,H
1339,Tottenham,1,0,0,Chelsea,1,0,0,H
1340,Burnley,0,1,0,Southampton,0,0,0,H
1341,Hull,0,1,0,Bournemouth,0,0,1,H
1342,Leicester,0,0,0,Chelsea,1,0,0,A
1343,Sunderland,0,0,0,Stoke,0,0,0,A
1344,Swansea,0,0,0,Arsenal,1,0,0,A
1345,Tottenham,1,0,0,West Brom,0,0,0,H
1346,Watford,0,0,0,Middlesbrough,0,1,0,D
1347,West Ham,0,0,1,Crystal Palace,0,0,0,H
1348,Everton,0,0,0,Man City,1,0,1,H
1349,Man United,1,0,0,Liverpool,1,0,0,D
1350,Bournemouth,0,0,0,Watford,0,0,0,D
1351,Crystal Palace,0,0,0,Everton,0,0,0,A
1352,Liverpool,1,0,0,Swansea,0,0,0,A
1353,Man City,1,0,0,Tottenham,1,0,0,D
1354,Middlesbrough,0,1,0,West Ham,0,0,0,A
1355,Stoke,0,0,0,Man United,1,0,0,D
1356,West Brom,0,0,0,Sunderland,0,0,0,H
1357,Arsenal,1,0,0,Burnley,0,1,0,H
1358,Chelsea,1,0,0,Hull,0,1,0,H
1359,Southampton,0,0,0,Leicester,0,0,0,H
1360,Arsenal,1,0,1,Watford,0,0,0,A
1361,Bournemouth,0,0,0,Crystal Palace,0,0,0,A
1362,Burnley,0,1,0,Leicester,0,0,0,H
1363,Liverpool,1,0,0,Chelsea,1,0,0,D
1364,Middlesbrough,0,1,0,West Brom,0,0,0,D
1365,Sunderland,0,0,0,Tottenham,1,0,0,D
1366,Swansea,0,0,0,Southampton,0,0,0,H
1367,Man United,1,0,0,Hull,0,1,0,D
1368,Stoke,0,0,0,Everton,0,0,0,D
1369,West Ham,0,0,0,Man City,1,0,0,A
1370,Chelsea,1,0,0,Arsenal,1,0,0,H
1371,Crystal Palace,0,0,0,Sunderland,0,0,0,A
1372,Everton,0,0,0,Bournemouth,0,0,0,H
1373,Hull,0,1,0,Liverpool,1,0,0,H
1374,Southampton,0,0,0,West Ham,0,0,0,A
1375,Tottenham,1,0,0,Middlesbrough,0,1,0,H
1376,Watford,0,0,0,Burnley,0,1,0,H
1377,West Brom,0,0,0,Stoke,0,0,0,H
1378,Leicester,0,0,0,Man United,1,0,0,A
1379,Man City,1,0,0,Swansea,0,0,0,H
1380,Arsenal,1,0,0,Hull,0,1,0,H
1381,Liverpool,1,0,0,Tottenham,1,0,0,H
1382,Man United,1,0,0,Watford,0,0,0,H
1383,Middlesbrough,0,1,0,Everton,0,0,0,D
1384,Stoke,0,0,0,Crystal Palace,0,0,0,H
1385,Sunderland,0,0,0,Southampton,0,0,0,A
1386,West Ham,0,0,0,West Brom,0,0,0,D
1387,Burnley,0,1,1,Chelsea,1,0,0,D
1388,Swansea,0,0,0,Leicester,0,0,0,H
1389,Bournemouth,0,0,0,Man City,1,0,0,A
1390,Chelsea,1,0,0,Swansea,0,0,0,H
1391,Crystal Palace,0,0,0,Middlesbrough,0,1,0,H
1392,Everton,0,0,0,Sunderland,0,0,0,H
1393,Hull,0,1,1,Burnley,0,1,0,D
1394,Watford,0,0,0,West Ham,0,0,0,D
1395,West Brom,0,0,0,Bournemouth,0,0,0,H
1396,Tottenham,1,0,0,Stoke,0,0,0,H
1397,Leicester,0,0,0,Liverpool,1,0,0,H
1398,Leicester,0,0,0,Hull,0,1,0,H
1399,Liverpool,1,0,0,Arsenal,1,0,0,H
1400,Man United,1,0,0,Bournemouth,0,0,0,D
1401,Stoke,0,0,0,Middlesbrough,0,1,0,H
1402,Swansea,0,0,0,Burnley,0,1,1,H
1403,Watford,0,0,0,Southampton,0,0,0,A
1404,West Brom,0,0,0,Crystal Palace,0,0,0,A
1405,Sunderland,0,0,0,Man City,1,0,0,A
1406,Tottenham,1,0,0,Everton,0,0,0,H
1407,West Ham,0,0,1,Chelsea,1,0,0,A
1408,Man City,1,0,0,Stoke,0,0,0,D
1409,Bournemouth,0,0,1,West Ham,0,0,0,H
1410,Everton,0,0,0,West Brom,0,0,0,H
1411,Hull,0,1,0,Swansea,0,0,0,H
1412,Liverpool,1,0,0,Burnley,0,1,0,H
1413,Bournemouth,0,0,0,Swansea,0,0,0,H
1414,Crystal Palace,0,0,0,Watford,0,0,0,H
1415,Everton,0,0,0,Hull,0,1,0,H
1416,Stoke,0,0,0,Chelsea,1,0,0,A
1417,Sunderland,0,0,0,Burnley,0,1,0,D
1418,West Brom,0,0,0,Arsenal,1,0,0,H
1419,West Ham,0,0,0,Leicester,0,0,0,A
1420,Man City,1,0,0,Liverpool,1,0,0,D
1421,Middlesbrough,0,1,0,Man United,1,0,0,A
1422,Tottenham,1,0,0,Southampton,0,0,0,H
1423,Burnley,0,1,0,Tottenham,1,0,0,A
1424,Chelsea,1,0,0,Crystal Palace,0,0,0,A
1425,Hull,0,1,1,West Ham,0,0,0,H
1426,Leicester,0,0,0,Stoke,0,0,1,H
1427,Liverpool,1,0,0,Everton,0,0,0,H
1428,Man United,1,0,0,West Brom,0,0,0,D
1429,Southampton,0,0,0,Bournemouth,0,0,0,D
1430,Watford,0,0,0,Sunderland,0,0,0,H
1431,Arsenal,1,0,0,Man City,1,0,0,D
1432,Swansea,0,0,0,Middlesbrough,0,1,0,D
1433,Burnley,0,1,0,Stoke,0,0,0,H
1434,Leicester,0,0,0,Sunderland,0,0,0,H
1435,Man United,1,0,0,Everton,0,0,0,D
1436,Watford,0,0,0,West Brom,0,0,0,H
1437,Arsenal,1,0,0,West Ham,0,0,0,H
1438,Chelsea,1,0,0,Man City,1,0,0,H
1439,Hull,0,1,0,Middlesbrough,0,1,0,H
1440,Liverpool,1,0,0,Bournemouth,0,0,0,D
1441,Southampton,0,0,0,Crystal Palace,0,0,0,H
1442,Swansea,0,0,0,Tottenham,1,0,0,A
1443,Bournemouth,0,0,0,Chelsea,1,0,0,A
1444,Man City,1,0,0,Hull,0,1,0,H
1445,Middlesbrough,0,1,0,Burnley,0,1,0,D
1446,Stoke,0,0,0,Liverpool,1,0,0,A
1447,Tottenham,1,0,0,Watford,0,0,1,H
1448,West Brom,0,0,0,Southampton,0,0,0,A
1449,West Ham,0,0,0,Swansea,0,0,0,H
1450,Everton,0,0,1,Leicester,0,0,0,H
1451,Sunderland,0,0,0,Man United,1,0,0,A
1452,Crystal Palace,0,0,0,Arsenal,1,0,0,H
1453,Crystal Palace,0,0,0,Leicester,0,0,0,D
1454,Everton,0,0,0,Burnley,0,1,0,H
1455,Southampton,0,0,0,Man City,1,0,0,A
1456,Stoke,0,0,0,Hull,0,1,0,H
1457,Sunderland,0,0,1,West Ham,0,0,0,D
1458,Tottenham,1,0,0,Bournemouth,0,0,0,H
1459,Watford,0,0,0,Swansea,0,0,0,H
1460,Man United,1,0,0,Chelsea,1,0,0,H
1461,West Brom,0,0,0,Liverpool,1,0,0,A
1462,Middlesbrough,0,1,0,Arsenal,1,0,0,A
1463,Bournemouth,0,0,0,Middlesbrough,0,1,0,H
1464,Hull,0,1,0,Watford,0,0,0,H
1465,Swansea,0,0,0,Stoke,0,0,0,H
1466,West Ham,0,0,1,Everton,0,0,0,D
1467,Burnley,0,1,0,Man United,1,0,0,A
1468,Liverpool,1,0,0,Crystal Palace,0,0,0,A
1469,Chelsea,1,0,0,Southampton,0,0,0,H
1470,Arsenal,1,0,0,Leicester,0,0,0,H
1471,Crystal Palace,0,0,0,Tottenham,1,0,0,A
1472,Middlesbrough,0,1,1,Sunderland,0,0,0,H
1473,Man City,1,0,0,Man United,1,0,0,D
1474,Crystal Palace,0,0,0,Burnley,0,1,0,A
1475,Southampton,0,0,0,Hull,0,1,1,D
1476,Stoke,0,0,0,West Ham,0,0,0,D
1477,Sunderland,0,0,0,Bournemouth,0,0,0,A
1478,West Brom,0,0,0,Leicester,0,0,0,A
1479,Everton,0,0,0,Chelsea,1,0,0,A
1480,Man United,1,0,1,Swansea,0,0,0,D
1481,Middlesbrough,0,1,0,Man City,1,0,0,D
1482,Tottenham,1,0,0,Arsenal,1,0,0,H
1483,Watford,0,0,0,Liverpool,1,0,0,A
1484,West Ham,0,0,0,Tottenham,1,0,0,H
1485,Bournemouth,0,0,0,Stoke,0,0,0,D
1486,Burnley,0,1,0,West Brom,0,0,0,D
1487,Hull,0,1,0,Sunderland,0,0,0,A
1488,Leicester,0,0,0,Watford,0,0,0,H
1489,Man City,1,0,0,Crystal Palace,0,0,0,H
1490,Swansea,0,0,0,Everton,0,0,0,H
1491,Arsenal,1,0,0,Man United,1,0,0,H
1492,Liverpool,1,0,0,Southampton,0,0,0,D
1493,Chelsea,1,0,0,Middlesbrough,0,1,0,H
1494,Southampton,0,0,0,Arsenal,1,0,0,A
1495,Everton,0,0,0,Watford,0,0,0,H
1496,West Brom,0,0,0,Chelsea,1,0,0,A
1497,Bournemouth,0,0,0,Burnley,0,1,0,H
1498,Man City,1,0,0,Leicester,0,0,0,H
1499,Middlesbrough,0,1,0,Southampton,0,0,0,A
1500,Stoke,0,0,0,Arsenal,1,0,0,A
1501,Sunderland,0,0,0,Swansea,0,0,0,A
1502,Crystal Palace,0,0,0,Hull,0,1,0,H
1503,Tottenham,1,0,0,Man United,1,0,0,H
1504,West Ham,0,0,0,Liverpool,1,0,0,A
1505,Chelsea,1,0,0,Watford,0,0,0,H
1506,Arsenal,1,0,0,Sunderland,0,0,0,H
1507,Man City,1,0,0,West Brom,0,0,0,H
1508,Southampton,0,0,0,Man United,1,0,0,D
1509,Leicester,0,0,0,Tottenham,1,0,0,A
1510,Arsenal,1,0,0,Everton,0,0,0,H
1511,Burnley,0,1,0,West Ham,0,0,0,A
1512,Chelsea,1,0,0,Sunderland,0,0,0,H
1513,Hull,0,1,0,Tottenham,1,0,0,A
1514,Leicester,0,0,0,Bournemouth,0,0,0,D
1515,Liverpool,1,0,0,Middlesbrough,0,1,0,H
1516,Man United,1,0,0,Crystal Palace,0,0,0,H
1517,Southampton,0,0,0,Stoke,0,0,0,A
1518,Swansea,0,0,0,West Brom,0,0,0,H
1519,Watford,0,0,1,Man City,1,0,0,A
1520,Arsenal,1,0,0,Leicester,0,0,0,H
1521,Brighton,0,1,0,Man City,1,0,0,A
1522,Chelsea,1,0,0,Burnley,0,0,0,A
1523,Crystal Palace,0,0,0,Huddersfield,0,1,0,A
1524,Everton,0,0,0,Stoke,0,0,0,H
1525,Southampton,0,0,0,Swansea,0,0,0,D
