Id,HomeTeam,HomeIsFromBigSix,HomeIsNewInPL,HomeRedCardsInLastMatch,AwayTeam,AwayIsFromBigSix,AwayIsNewInPL,AwayRedCardsInLastMatch,FullTimeResult
2025,Watford,0,0,0,Liverpool,1,0,0,A
2026,West Ham,0,0,0,Man City,1,0,0,A
2027,Bournemouth,0,0,0,Arsenal,1,0,0,A
2028,Wolves,0,1,0,Huddersfield,0,0,0,A
2029,Burnley,0,0,0,Newcastle,0,0,0,A
2030,Cardiff,0,1,0,Wolves,0,1,0,H
2031,Crystal Palace,0,0,0,Burnley,0,0,0,H
2032,Huddersfield,0,0,0,Brighton,0,0,0,A
2033,Leicester,0,0,1,Watford,0,0,0,H
2034,Man City,1,0,0,Bournemouth,0,0,0,H
2035,Newcastle,0,0,0,West Ham,0,0,0,A
2036,Southampton,0,0,0,Man United,1,0,0,D
2037,Arsenal,1,0,0,Tottenham,1,0,0,H
2038,Chelsea,1,0,0,Fulham,0,1,0,H
2039,Liverpool,1,0,1,Everton,0,0,0,H
2040,Bournemouth,0,0,0,Huddersfield,0,0,1,H
2041,Brighton,0,0,0,Crystal Palace,0,0,0,H
2042,Watford,0,0,1,Man City,1,0,0,A
2043,West Ham,0,0,0,Cardiff,0,1,0,H
2044,Burnley,0,0,0,Liverpool,1,0,0,A
2045,Everton,0,0,0,Newcastle,0,0,0,D
2046,Fulham,0,1,0,Leicester,0,0,0,D
2047,Man United,1,0,0,Arsenal,1,0,0,D
2048,Tottenham,1,0,1,Southampton,0,0,0,H
2049,Wolves,0,1,0,Chelsea,1,0,0,H
2050,Arsenal,1,0,0,Huddersfield,0,0,0,H
2051,Bournemouth,0,0,0,Liverpool,1,0,0,A
2052,Burnley,0,0,0,Brighton,0,0,1,H
2053,Cardiff,0,1,0,Southampton,0,0,0,H
2054,Chelsea,1,0,0,Man City,1,0,0,H
2055,Leicester,0,0,0,Tottenham,1,0,0,A
2056,Man United,1,0,0,Fulham,0,1,0,H
2057,West Ham,0,0,0,Crystal Palace,0,0,0,H
2058,Newcastle,0,0,0,Wolves,0,1,0,A
2059,Everton,0,0,0,Watford,0,0,0,D
2060,Crystal Palace,0,0,0,Leicester,0,0,0,H
2061,Fulham,0,1,1,West Ham,0,0,0,A
2062,Huddersfield,0,0,0,Newcastle,0,0,1,A
2063,Man City,1,0,0,Everton,0,0,0,H
2064,Tottenham,1,0,0,Burnley,0,0,0,H
2065,Watford,0,0,0,Cardiff,0,1,0,H
2066,Wolves,0,1,0,Bournemouth,0,0,0,H
2067,Brighton,0,0,0,Chelsea,1,0,0,A
2068,Liverpool,1,0,0,Man United,1,0,0,H
2069,Southampton,0,0,0,Arsenal,1,0,0,H
2070,Wolves,0,1,0,Liverpool,1,0,0,A
2071,Arsenal,1,0,0,Burnley,0,0,0,H
2072,Bournemouth,0,0,0,Brighton,0,0,0,H
2073,Cardiff,0,1,0,Man United,1,0,0,A
2074,Chelsea,1,0,0,Leicester,0,0,0,A
2075,Huddersfield,0,0,0,Southampton,0,0,0,A
2076,Man City,1,0,0,Crystal Palace,0,0,0,A
2077,Newcastle,0,0,0,Fulham,0,1,0,D
2078,West Ham,0,0,0,Watford,0,0,0,A
2079,Everton,0,0,0,Tottenham,1,0,0,A
2080,Brighton,0,0,1,Arsenal,1,0,0,D
2081,Burnley,0,0,0,Everton,0,0,0,A
2082,Crystal Palace,0,0,0,Cardiff,0,1,0,D
2083,Fulham,0,1,0,Wolves,0,1,0,D
2084,Leicester,0,0,0,Man City,1,0,0,H
2085,Liverpool,1,0,0,Newcastle,0,0,0,H
2086,Man United,1,0,0,Huddersfield,0,0,0,H
2087,Tottenham,1,0,0,Bournemouth,0,0,0,H
2088,Watford,0,0,0,Chelsea,1,0,0,A
2089,Southampton,0,0,0,West Ham,0,0,0,A
2090,Brighton,0,0,0,Everton,0,0,0,H
2091,Fulham,0,1,0,Huddersfield,0,0,0,H
2092,Leicester,0,0,0,Cardiff,0,1,0,A
2093,Liverpool,1,0,0,Arsenal,1,0,0,H
2094,Tottenham,1,0,0,Wolves,0,1,0,A
2095,Watford,0,0,0,Newcastle,0,0,0,D
2096,Burnley,0,0,0,West Ham,0,0,0,H
2097,Crystal Palace,0,0,0,Chelsea,1,0,0,A
2098,Man United,1,0,0,Bournemouth,0,0,0,H
2099,Southampton,0,0,0,Man City,1,0,1,A
2100,Arsenal,1,0,0,Fulham,0,1,0,H
2101,Cardiff,0,1,0,Tottenham,1,0,0,A
2102,Everton,0,0,0,Leicester,0,0,0,A
2103,Bournemouth,0,0,0,Watford,0,0,0,D
2104,Chelsea,1,0,0,Southampton,0,0,1,D
2105,Huddersfield,0,0,0,Burnley,0,0,0,A
2106,Newcastle,0,0,0,Man United,1,0,1,A
2107,West Ham,0,0,0,Brighton,0,0,0,D
2108,Wolves,0,1,0,Crystal Palace,0,0,0,A
2109,Man City,1,0,0,Liverpool,1,0,0,H
2110,Brighton,0,0,0,Liverpool,1,0,0,A
2111,Burnley,0,0,1,Fulham,0,1,0,H
2112,Cardiff,0,1,0,Huddersfield,0,0,1,D
2113,Chelsea,1,0,0,Newcastle,0,0,0,H
2114,Crystal Palace,0,0,0,Watford,0,0,0,A
2115,Leicester,0,0,0,Southampton,0,0,0,A
2116,West Ham,0,0,0,Arsenal,1,0,0,H
2117,Everton,0,0,0,Bournemouth,0,0,0,H
2118,Tottenham,1,0,0,Man United,1,0,0,A
2119,Man City,1,0,0,Wolves,0,1,0,H
2120,Arsenal,1,0,0,Chelsea,1,0,0,H
2121,Bournemouth,0,0,0,West Ham,0,0,0,H
2122,Liverpool,1,0,0,Crystal Palace,0,0,0,H
2123,Man United,1,0,0,Brighton,0,0,0,H
2124,Newcastle,0,0,0,Cardiff,0,1,0,H
2125,Southampton,0,0,1,Everton,0,0,0,H
2126,Watford,0,0,0,Burnley,0,0,0,D
2127,Wolves,0,1,1,Leicester,0,0,0,H
2128,Fulham,0,1,0,Tottenham,1,0,0,A
2129,Huddersfield,0,0,0,Man City,1,0,0,A
2130,Arsenal,1,0,0,Cardiff,0,1,0,H
2131,Fulham,0,1,0,Brighton,0,0,0,H
2132,Huddersfield,0,0,0,Everton,0,0,0,A
2133,Man United,1,0,0,Burnley,0,0,0,D
2134,Newcastle,0,0,0,Man City,1,0,0,H
2135,Wolves,0,1,0,West Ham,0,0,0,H
2136,Bournemouth,0,0,0,Chelsea,1,0,0,H
2137,Liverpool,1,0,1,Leicester,0,0,0,D
2138,Southampton,0,0,0,Crystal Palace,0,0,0,D
2139,Tottenham,1,0,0,Watford,0,0,0,H
2140,Brighton,0,0,0,Watford,0,0,0,D
2141,Burnley,0,0,0,Southampton,0,0,0,D
2142,Cardiff,0,1,0,Bournemouth,0,0,0,H
2143,Chelsea,1,0,0,Huddersfield,0,0,0,H
2144,Crystal Palace,0,0,1,Fulham,0,1,0,H
2145,Everton,0,0,1,Wolves,0,1,0,A
2146,Tottenham,1,0,0,Newcastle,0,0,0,H
2147,Leicester,0,0,0,Man United,1,0,0,A
2148,Man City,1,0,0,Arsenal,1,0,0,H
2149,West Ham,0,0,0,Liverpool,1,0,0,D
2150,Everton,0,0,0,Man City,1,0,0,A
2151,Brighton,0,0,0,Burnley,0,0,0,A
2152,Crystal Palace,0,0,0,West Ham,0,0,0,D
2153,Fulham,0,1,0,Man United,1,0,0,A
2154,Huddersfield,0,0,0,Arsenal,1,0,0,A
2155,Liverpool,1,0,0,Bournemouth,0,0,0,H
2156,Southampton,0,0,0,Cardiff,0,1,0,A
2157,Watford,0,0,0,Everton,0,0,0,H
2158,Man City,1,0,0,Chelsea,1,0,0,H
2159,Tottenham,1,0,0,Leicester,0,0,0,H
2160,Wolves,0,1,0,Newcastle,0,0,0,D
2161,Cardiff,0,1,0,Watford,0,0,0,A
2162,West Ham,0,0,0,Fulham,0,1,0,H
2163,Bournemouth,0,0,0,Wolves,0,1,0,D
2164,Burnley,0,0,0,Tottenham,1,0,0,H
2165,Leicester,0,0,0,Crystal Palace,0,0,0,A
2166,Newcastle,0,0,0,Huddersfield,0,0,0,H
2167,Arsenal,1,0,0,Southampton,0,0,0,H
2168,Man United,1,0,0,Liverpool,1,0,0,D
2169,Cardiff,0,1,0,Everton,0,0,1,A
2170,Huddersfield,0,0,1,Wolves,0,1,0,H
2171,Leicester,0,0,0,Brighton,0,0,0,H
2172,Newcastle,0,0,0,Burnley,0,0,0,H
2173,Arsenal,1,0,0,Bournemouth,0,0,0,H
2174,Chelsea,1,0,0,Tottenham,1,0,0,H
2175,Crystal Palace,0,0,0,Man United,1,0,0,A
2176,Liverpool,1,0,0,Watford,0,0,0,H
2177,Man City,1,0,0,West Ham,0,0,0,H
2178,Southampton,0,0,0,Fulham,0,1,0,H
2179,Bournemouth,0,0,0,Man City,1,0,0,A
2180,Brighton,0,0,0,Huddersfield,0,0,0,H
2181,Burnley,0,0,0,Crystal Palace,0,0,0,A
2182,Man United,1,0,0,Southampton,0,0,0,H
2183,Tottenham,1,0,0,Arsenal,1,0,0,D
2184,West Ham,0,0,0,Newcastle,0,0,0,H
2185,Wolves,0,1,0,Cardiff,0,1,0,H
2186,Everton,0,0,0,Liverpool,1,0,0,D
2187,Fulham,0,1,0,Chelsea,1,0,0,A
2188,Watford,0,0,0,Leicester,0,0,0,H
2189,Cardiff,0,1,0,West Ham,0,0,0,H
2190,Crystal Palace,0,0,0,Brighton,0,0,0,A
2191,Huddersfield,0,0,0,Bournemouth,0,0,0,A
2192,Leicester,0,0,0,Fulham,0,1,0,H
2193,Man City,1,0,0,Watford,0,0,0,H
2194,Newcastle,0,0,0,Everton,0,0,0,H
2195,Southampton,0,0,0,Tottenham,1,0,0,H
2196,Arsenal,1,0,1,Man United,1,0,0,H
2197,Chelsea,1,0,0,Wolves,0,1,0,D
2198,Liverpool,1,0,0,Burnley,0,0,0,H
2199,Bournemouth,0,0,0,Newcastle,0,0,0,D
2200,Burnley,0,0,0,Leicester,0,0,0,A
2201,West Ham,0,0,0,Huddersfield,0,0,0,H
2202,Everton,0,0,0,Chelsea,1,0,0,H
2203,Fulham,0,1,0,Liverpool,1,0,0,A
2204,Brighton,0,0,0,Southampton,0,0,0,A
2205,Burnley,0,0,0,Wolves,0,1,0,H
2206,Crystal Palace,0,0,0,Huddersfield,0,0,0,H
2207,Fulham,0,1,0,Man City,1,0,0,A
2208,Leicester,0,0,1,Bournemouth,0,0,0,H
2209,Man United,1,0,0,Watford,0,0,0,H
2210,West Ham,0,0,0,Everton,0,0,0,A
2211,Cardiff,0,1,0,Chelsea,1,0,0,A
2212,Liverpool,1,0,0,Tottenham,1,0,0,H
2213,Arsenal,1,0,0,Newcastle,0,0,0,H
2214,Watford,0,0,0,Fulham,0,1,0,H
2215,Wolves,0,1,0,Man United,1,0,0,H
2216,Chelsea,1,0,0,Brighton,0,0,0,H
2217,Man City,1,0,0,Cardiff,0,1,0,H
2218,Tottenham,1,0,0,Crystal Palace,0,0,0,H
2219,Southampton,0,0,0,Liverpool,1,0,0,A
2220,Bournemouth,0,0,0,Burnley,0,0,0,A
2221,Huddersfield,0,0,0,Leicester,0,0,0,A
2222,Newcastle,0,0,0,Crystal Palace,0,0,0,A
2223,Everton,0,0,0,Arsenal,1,0,0,H
2224,Chelsea,1,0,0,West Ham,0,0,0,H
2225,Leicester,0,0,0,Newcastle,0,0,0,A
2226,Brighton,0,0,0,Bournemouth,0,0,0,A
2227,Burnley,0,0,0,Cardiff,0,1,0,H
2228,Fulham,0,1,0,Everton,0,0,0,H
2229,Man United,1,0,1,West Ham,0,0,0,H
2230,Southampton,0,0,0,Wolves,0,1,0,H
2231,Tottenham,1,0,0,Huddersfield,0,0,0,H
2232,Crystal Palace,0,0,0,Man City,1,0,0,A
2233,Liverpool,1,0,0,Chelsea,1,0,0,H
2234,Watford,0,0,0,Arsenal,1,0,0,A
2235,Brighton,0,0,1,Cardiff,0,1,0,A
2236,Bournemouth,0,0,0,Fulham,0,1,0,A
2237,Huddersfield,0,0,0,Watford,0,0,1,A
2238,Man City,1,0,0,Tottenham,1,0,0,H
2239,Newcastle,0,0,0,Southampton,0,0,0,H
2240,West Ham,0,0,0,Leicester,0,0,0,D
2241,Wolves,0,1,0,Brighton,0,0,0,D
2242,Arsenal,1,0,0,Crystal Palace,0,0,0,A
2243,Cardiff,0,1,0,Liverpool,1,0,0,A
2244,Everton,0,0,0,Man United,1,0,0,H
2245,Chelsea,1,0,0,Burnley,0,0,0,D
2246,Tottenham,1,0,0,Brighton,0,0,0,H
2247,Watford,0,0,0,Southampton,0,0,0,D
2248,Man United,1,0,0,Man City,1,0,0,A
2249,Wolves,0,1,0,Arsenal,1,0,0,H
2250,Liverpool,1,0,0,Huddersfield,0,0,0,H
2251,Brighton,0,0,0,Newcastle,0,0,0,D
2252,Crystal Palace,0,0,0,Everton,0,0,0,D
2253,Fulham,0,1,0,Cardiff,0,1,0,H
2254,Southampton,0,0,0,Bournemouth,0,0,0,D
2255,Tottenham,1,0,0,West Ham,0,0,0,A
2256,Watford,0,0,0,Wolves,0,1,0,A
2257,Burnley,0,0,0,Man City,1,0,0,A
2258,Leicester,0,0,0,Arsenal,1,0,0,H
2259,Man United,1,0,0,Chelsea,1,0,0,D
2260,Everton,0,0,0,Burnley,0,0,0,H
2261,Bournemouth,0,0,0,Tottenham,1,0,0,H
2262,Cardiff,0,1,0,Crystal Palace,0,0,0,A
2263,Newcastle,0,0,0,Liverpool,1,0,0,A
2264,West Ham,0,0,0,Southampton,0,0,0,H
2265,Wolves,0,1,0,Fulham,0,1,0,H
2266,Arsenal,1,0,1,Brighton,0,0,0,D
2267,Chelsea,1,0,0,Watford,0,0,0,H
2268,Huddersfield,0,0,0,Man United,1,0,0,D
2269,Man City,1,0,0,Leicester,0,0,0,H
2270,Brighton,0,0,0,Man City,1,0,0,A
2271,Burnley,0,0,0,Arsenal,1,0,0,A
2272,Crystal Palace,0,0,0,Bournemouth,0,0,0,H
2273,Fulham,0,1,0,Newcastle,0,0,0,A
2274,Leicester,0,0,0,Chelsea,1,0,0,D
2275,Liverpool,1,0,0,Wolves,0,1,0,H
2276,Man United,1,0,0,Cardiff,0,1,0,A
2277,Southampton,0,0,0,Huddersfield,0,0,0,D
2278,Tottenham,1,0,2,Everton,0,0,0,D
2279,Watford,0,0,0,West Ham,0,0,0,A
2280,Liverpool,1,0,0,Norwich,0,1,0,H
2281,West Ham,0,0,0,Man City,1,0,0,A
2282,Bournemouth,0,0,0,Sheffield United,0,1,0,D
2283,Burnley,0,0,0,Southampton,0,0,0,H
2284,Crystal Palace,0,0,0,Everton,0,0,0,D
2285,Watford,0,0,1,Brighton,0,0,0,A
2286,Tottenham,1,0,0,Aston Villa,0,1,0,H
2287,Leicester,0,0,0,Wolves,0,1,0,D
2288,Newcastle,0,0,0,Arsenal,1,0,0,A
2289,Man United,1,0,0,Chelsea,1,0,0,H
2290,Arsenal,1,0,0,Burnley,0,0,0,H
2291,Aston Villa,0,1,0,Bournemouth,0,0,0,A
2292,Brighton,0,0,0,West Ham,0,0,0,D
2293,Everton,0,0,0,Watford,0,0,1,H
2294,Norwich,0,1,0,Newcastle,0,0,0,H
2295,Southampton,0,0,0,Liverpool,1,0,0,A
2296,Man City,1,0,0,Tottenham,1,0,0,D
2297,Sheffield United,0,1,0,Crystal Palace,0,0,0,H
2298,Chelsea,1,0,0,Leicester,0,0,0,D
2299,Wolves,0,1,0,Man United,1,0,0,D
2300,Aston Villa,0,1,0,Everton,0,0,0,H
2301,Norwich,0,1,0,Chelsea,1,0,0,A
2302,Brighton,0,0,0,Southampton,0,0,0,A
2303,Man United,1,0,0,Crystal Palace,0,0,0,A
2304,Sheffield United,0,1,0,Leicester,0,0,0,A
2305,Watford,0,0,1,West Ham,0,0,0,A
2306,Liverpool,1,0,0,Arsenal,1,0,0,H
2307,Bournemouth,0,0,0,Man City,1,0,0,A
2308,Tottenham,1,0,0,Newcastle,0,0,0,A
2309,Wolves,0,1,0,Burnley,0,0,0,D
2310,Southampton,0,0,0,Man United,1,0,0,D
2311,Chelsea,1,0,0,Sheffield United,0,1,0,D
2312,Crystal Palace,0,0,0,Aston Villa,0,1,0,H
2313,Leicester,0,0,0,Bournemouth,0,0,0,H
2314,Man City,1,0,0,Brighton,0,0,0,H
2315,Newcastle,0,0,0,Watford,0,0,1,D
2316,West Ham,0,0,0,Norwich,0,1,0,H
2317,Burnley,0,0,0,Liverpool,1,0,0,A
2318,Everton,0,0,0,Wolves,0,1,0,H
2319,Arsenal,1,0,0,Tottenham,1,0,0,D
2320,Liverpool,1,0,0,Newcastle,0,0,0,H
2321,Brighton,0,0,0,Burnley,0,0,0,D
2322,Man United,1,0,0,Leicester,0,0,0,H
2323,Sheffield United,0,1,0,Southampton,0,0,0,A
2324,Tottenham,1,0,0,Crystal Palace,0,0,0,H
2325,Wolves,0,1,0,Chelsea,1,0,0,A
2326,Norwich,0,1,0,Man City,1,0,0,H
2327,Bournemouth,0,0,0,Everton,0,0,0,H
2328,Watford,0,0,1,Arsenal,1,0,0,D
2329,Aston Villa,0,1,0,West Ham,0,0,0,D
2330,Southampton,0,0,0,Bournemouth,0,0,0,A
2331,Leicester,0,0,0,Tottenham,1,0,0,H
2332,Burnley,0,0,0,Norwich,0,1,0,H
2333,Everton,0,0,0,Sheffield United,0,1,0,A
2334,Man City,1,0,0,Watford,0,0,1,H
2335,Newcastle,0,0,0,Brighton,0,0,0,D
2336,Crystal Palace,0,0,0,Wolves,0,1,0,D
2337,West Ham,0,0,0,Man United,1,0,0,H
2338,Arsenal,1,0,0,Aston Villa,0,1,0,H
2339,Chelsea,1,0,0,Liverpool,1,0,0,A
2340,Sheffield United,0,1,0,Liverpool,1,0,0,A
2341,Aston Villa,0,1,0,Burnley,0,0,0,D
2342,Bournemouth,0,0,0,West Ham,0,0,0,D
2343,Chelsea,1,0,0,Brighton,0,0,0,H
2344,Crystal Palace,0,0,0,Norwich,0,1,0,H
2345,Tottenham,1,0,0,Southampton,0,0,0,H
2346,Wolves,0,1,0,Watford,0,0,1,H
2347,Everton,0,0,0,Man City,1,0,0,A
2348,Leicester,0,0,0,Newcastle,0,0,0,H
2349,Man United,1,0,0,Arsenal,1,0,0,D
2350,Brighton,0,0,0,Tottenham,1,0,0,H
2351,Burnley,0,0,0,Everton,0,0,0,H
2352,Liverpool,1,0,0,Leicester,0,0,0,H
2353,Norwich,0,1,0,Aston Villa,0,1,0,A
2354,Watford,0,0,1,Sheffield United,0,1,0,D
2355,West Ham,0,0,0,Crystal Palace,0,0,0,A
2356,Arsenal,1,0,0,Bournemouth,0,0,0,H
2357,Man City,1,0,0,Wolves,0,1,0,A
2358,Southampton,0,0,0,Chelsea,1,0,0,A
2359,Newcastle,0,0,0,Man United,1,0,0,H
2360,Everton,0,0,0,West Ham,0,0,0,H
2361,Aston Villa,0,1,0,Brighton,0,0,0,H
2362,Bournemouth,0,0,0,Norwich,0,1,0,D
2363,Chelsea,1,0,0,Newcastle,0,0,0,H
2364,Leicester,0,0,0,Burnley,0,0,0,H
2365,Tottenham,1,0,0,Watford,0,0,1,D
2366,Wolves,0,1,0,Southampton,0,0,0,D
2367,Crystal Palace,0,0,0,Man City,1,0,0,A
2368,Man United,1,0,0,Liverpool,1,0,0,D
2369,Sheffield United,0,1,0,Arsenal,1,0,0,H
2370,Southampton,0,0,0,Leicester,0,0,0,A
2371,Man City,1,0,0,Aston Villa,0,1,0,H
2372,Brighton,0,0,0,Everton,0,0,0,H
2373,Watford,0,0,1,Bournemouth,0,0,0,D
2374,West Ham,0,0,0,Sheffield United,0,1,0,D
2375,Burnley,0,0,0,Chelsea,1,0,0,A
2376,Newcastle,0,0,0,Wolves,0,1,0,D
2377,Arsenal,1,0,0,Crystal Palace,0,0,0,D
2378,Liverpool,1,0,0,Tottenham,1,0,0,H
2379,Norwich,0,1,0,Man United,1,0,0,A
2380,Bournemouth,0,0,0,Man United,1,0,0,H
2381,Arsenal,1,0,0,Wolves,0,1,0,D
2382,Aston Villa,0,1,0,Liverpool,1,0,0,A
2383,Brighton,0,0,0,Norwich,0,1,0,H
2384,Man City,1,0,0,Southampton,0,0,0,H
2385,Sheffield United,0,1,0,Burnley,0,0,0,H
2386,West Ham,0,0,0,Newcastle,0,0,0,A
2387,Watford,0,0,1,Chelsea,1,0,0,A
2388,Crystal Palace,0,0,0,Leicester,0,0,0,A
2389,Everton,0,0,0,Tottenham,1,0,0,D
2390,Norwich,0,1,0,Watford,0,0,1,A
2391,Chelsea,1,0,0,Crystal Palace,0,0,0,H
2392,Burnley,0,0,0,West Ham,0,0,0,H
2393,Newcastle,0,0,0,Bournemouth,0,0,0,H
2394,Southampton,0,0,0,Everton,0,0,0,A
2395,Tottenham,1,0,0,Sheffield United,0,1,0,D
2396,Leicester,0,0,0,Arsenal,1,0,0,H
2397,Man United,1,0,0,Brighton,0,0,0,H
2398,Wolves,0,1,0,Aston Villa,0,1,0,H
2399,Liverpool,1,0,0,Man City,1,0,0,H
2400,West Ham,0,0,0,Tottenham,1,0,0,A
2401,Arsenal,1,0,0,Southampton,0,0,0,D
2402,Bournemouth,0,0,0,Wolves,0,1,0,A
2403,Brighton,0,0,0,Leicester,0,0,0,A
2404,Crystal Palace,0,0,0,Liverpool,1,0,0,A
2405,Everton,0,0,0,Norwich,0,1,0,A
2406,Watford,0,0,1,Burnley,0,0,0,A
2407,Man City,1,0,0,Chelsea,1,0,0,H
2408,Sheffield United,0,1,0,Man United,1,0,0,D
2409,Aston Villa,0,1,0,Newcastle,0,0,0,H
2410,Newcastle,0,0,0,Man City,1,0,0,D
2411,Burnley,0,0,0,Crystal Palace,0,0,0,A
2412,Chelsea,1,0,0,West Ham,0,0,0,A
2413,Liverpool,1,0,0,Brighton,0,0,0,H
2414,Tottenham,1,0,0,Bournemouth,0,0,0,H
2415,Southampton,0,0,0,Watford,0,0,1,H
2416,Norwich,0,1,0,Arsenal,1,0,0,D
2417,Wolves,0,1,0,Sheffield United,0,1,0,D
2418,Leicester,0,0,0,Everton,0,0,0,H
2419,Man United,1,0,0,Aston Villa,0,1,0,D
2420,Crystal Palace,0,0,0,Bournemouth,0,0,0,H
2421,Burnley,0,0,0,Man City,1,0,0,A
2422,Chelsea,1,0,0,Aston Villa,0,1,0,H
2423,Leicester,0,0,0,Watford,0,0,1,H
2424,Man United,1,0,0,Tottenham,1,0,0,H
2425,Southampton,0,0,0,Norwich,0,1,0,H
2426,Wolves,0,1,0,West Ham,0,0,0,H
2427,Liverpool,1,0,0,Everton,0,0,0,H
2428,Sheffield United,0,1,0,Newcastle,0,0,0,A
2429,Arsenal,1,0,0,Brighton,0,0,0,A
2430,Everton,0,0,0,Chelsea,1,0,0,H
2431,Bournemouth,0,0,0,Liverpool,1,0,0,A
2432,Tottenham,1,0,0,Burnley,0,0,0,H
2433,Watford,0,0,1,Crystal Palace,0,0,0,D
2434,Man City,1,0,0,Man United,1,0,0,A
2435,Aston Villa,0,1,0,Leicester,0,0,0,A
2436,Newcastle,0,0,0,Southampton,0,0,0,H
2437,Norwich,0,1,0,Sheffield United,0,1,0,A
2438,Brighton,0,0,0,Wolves,0,1,0,D
2439,West Ham,0,0,0,Arsenal,1,0,0,A
2440,Liverpool,1,0,0,Watford,0,0,1,H
2441,Burnley,0,0,0,Newcastle,0,0,0,H
2442,Chelsea,1,0,0,Bournemouth,0,0,0,A
2443,Leicester,0,0,0,Norwich,0,1,0,D
2444,Sheffield United,0,1,0,Aston Villa,0,1,0,H
2445,Southampton,0,0,0,West Ham,0,0,0,A
2446,Man United,1,0,0,Everton,0,0,0,D
2447,Wolves,0,1,0,Tottenham,1,0,0,A
2448,Arsenal,1,0,0,Man City,1,0,0,A
2449,Crystal Palace,0,0,0,Brighton,0,0,0,D
2450,Everton,0,0,0,Arsenal,1,0,0,D
2451,Aston Villa,0,1,0,Southampton,0,0,0,A
2452,Bournemouth,0,0,0,Burnley,0,0,0,A
2453,Brighton,0,0,0,Sheffield United,0,1,0,A
2454,Newcastle,0,0,0,Crystal Palace,0,0,0,H
2455,Norwich,0,1,0,Wolves,0,1,0,A
2456,Man City,1,0,0,Leicester,0,0,0,H
2457,Watford,0,0,1,Man United,1,0,0,H
2458,Tottenham,1,0,0,Chelsea,1,0,0,A
2459,Tottenham,1,0,0,Brighton,0,0,0,H
2460,Aston Villa,0,1,0,Norwich,0,1,0,H
2461,Bournemouth,0,0,0,Arsenal,1,0,0,D
2462,Chelsea,1,0,0,Southampton,0,0,0,A
2463,Crystal Palace,0,0,0,West Ham,0,0,0,H
2464,Everton,0,0,0,Burnley,0,0,0,H
2465,Sheffield United,0,1,0,Watford,0,0,1,D
2466,Man United,1,0,0,Newcastle,0,0,0,H
2467,Leicester,0,0,0,Liverpool,1,0,0,A
2468,Wolves,0,1,0,Man City,1,0,0,H
2469,Brighton,0,0,0,Bournemouth,0,0,0,H
2470,Newcastle,0,0,0,Everton,0,0,0,A
2471,Southampton,0,0,0,Crystal Palace,0,0,0,D
2472,Watford,0,0,1,Aston Villa,0,1,0,H
2473,Norwich,0,1,0,Tottenham,1,0,0,D
2474,West Ham,0,0,0,Leicester,0,0,0,A
2475,Burnley,0,0,0,Man United,1,0,0,A
2476,Arsenal,1,0,0,Chelsea,1,0,0,A
2477,Liverpool,1,0,0,Wolves,0,1,0,H
2478,Man City,1,0,0,Sheffield United,0,1,0,H
2479,Brighton,0,0,0,Chelsea,1,0,0,D
2480,Burnley,0,0,0,Aston Villa,0,1,0,A
2481,Newcastle,0,0,0,Leicester,0,0,0,A
2482,Southampton,0,0,0,Tottenham,1,0,0,H
2483,Watford,0,0,1,Wolves,0,1,0,H
2484,Man City,1,0,0,Everton,0,0,0,H
2485,Norwich,0,1,0,Crystal Palace,0,0,0,D
2486,West Ham,0,0,0,Bournemouth,0,0,0,H
2487,Arsenal,1,0,0,Man United,1,0,0,H
2488,Liverpool,1,0,0,Sheffield United,0,1,0,H
2489,Sheffield United,0,1,0,West Ham,0,0,0,H
2490,Crystal Palace,0,0,0,Arsenal,1,0,0,D
2491,Chelsea,1,0,0,Burnley,0,0,0,H
2492,Everton,0,0,0,Brighton,0,0,0,H
2493,Leicester,0,0,0,Southampton,0,0,0,A
2494,Man United,1,0,0,Norwich,0,1,0,H
2495,Wolves,0,1,0,Newcastle,0,0,0,D
2496,Tottenham,1,0,0,Liverpool,1,0,0,A
2497,Bournemouth,0,0,0,Watford,0,0,1,A
2498,Aston Villa,0,1,0,Man City,1,0,0,A
2499,Watford,0,0,1,Tottenham,1,0,0,D
2500,Arsenal,1,0,0,Sheffield United,0,1,0,D
2501,Brighton,0,0,0,Aston Villa,0,1,0,D
2502,Man City,1,0,0,Crystal Palace,0,0,0,D
2503,Norwich,0,1,0,Bournemouth,0,0,0,H
2504,Southampton,0,0,0,Wolves,0,1,0,A
2505,West Ham,0,0,0,Everton,0,0,0,D
2506,Newcastle,0,0,0,Chelsea,1,0,0,H
2507,Burnley,0,0,0,Leicester,0,0,0,H
2508,Liverpool,1,0,0,Man United,1,0,0,H
2509,Aston Villa,0,1,0,Watford,0,0,1,H
2510,Bournemouth,0,0,0,Brighton,0,0,0,H
2511,Crystal Palace,0,0,0,Southampton,0,0,0,A
2512,Everton,0,0,0,Newcastle,0,0,0,D
2513,Sheffield United,0,1,0,Man City,1,0,0,A
2514,Chelsea,1,0,0,Arsenal,1,0,0,D
2515,Leicester,0,0,0,West Ham,0,0,0,H
2516,Tottenham,1,0,0,Norwich,0,1,0,H
2517,Man United,1,0,0,Burnley,0,0,0,A
2518,Wolves,0,1,0,Liverpool,1,0,0,A
2519,West Ham,0,0,0,Liverpool,1,0,0,A
2520,Leicester,0,0,0,Chelsea,1,0,0,D
2521,Bournemouth,0,0,0,Aston Villa,0,1,0,H
